Year,State,Index,M,L,U,Tag,N,Error,Std
2018,Chhattisgarh,CNR,0.001062773465067043,0.0010508115737473535,0.001074770642201835,Pub,28340000,0.0325828785964192,173.45601841967215
2018,Chhattisgarh,CNR,4.556104446012703e-4,4.477769936485533e-4,4.634791813690896e-4,Pri,28340000,0.02134017018966907,113.60509301056581
2018,Chhattisgarh,TestR,0.0010361326746647847,0.0010243119266055045,0.0010479887085391674,Pub,28340000,0.032172334446621625,171.27047322916212
2018,Chhattisgarh,TestR,3.375441072688779e-4,3.308045165843331e-4,3.4431898376852506e-4,Pri,28340000,0.018369272474557233,97.78942198965012
2018,Chhattisgarh,TestR,0.006741884262526464,0.0067117854622441775,0.006772018348623853,SSM,28340000,0.08183172526054405,435.63386218633235
2018,Chhattisgarh,TestR,0.0017190543401552575,0.0017038108680310516,0.001734333098094566,NAAT,28340000,0.04142582759983017,220.53174626492287
2018,Chhattisgarh,TestR,0.008460938602681722,0.008427240649258998,0.008494671841919548,Bac,28340000,0.0915934010758601,487.6004622219232
2018,Chhattisgarh,CNR,4.0885673959068457e-4,4.0144671841919546e-4,4.1630204657727596e-4,NAAT,28340000,0.020216072213889023,107.62092072156958
2018,Chhattisgarh,CNR,0.0015183839096683134,0.001504057868736768,0.0015327452364149612,All,28340000,0.03893685169567737,207.2816017450248
2019,Chhattisgarh,CNR,0.0011052081882746137,0.0010930580699066983,0.0011173583066425288,Pub,28724000,0.03322629535676802,178.0755852464201
2019,Chhattisgarh,CNR,4.1679431834006406e-4,4.0934410249268905e-4,4.2427934828018384e-4,Pri,28724000,0.020411286114212977,109.39383044039016
2019,Chhattisgarh,TestR,0.0011278721626514414,0.0011156176020052917,0.0011401615373903356,Pub,28724000,0.03356486357839336,179.8901340417161
2019,Chhattisgarh,TestR,3.7919509817574155e-4,3.7209302325581393e-4,3.8633198718841387e-4,Pri,28724000,0.0194692400789877,104.34495582916631
2019,Chhattisgarh,CNR,6.228241192034535e-4,6.137028269043309e-4,6.319802255953209e-4,Bac,28724000,0.02494867149408946,133.71184568506806
2019,Chhattisgarh,CNR,8.99178387411224e-4,8.882467622893747e-4,9.101448266258181e-4,CDx,28724000,0.02997281878033557,160.63865045688706
2019,Chhattisgarh,TestR,0.008247005988023953,0.008213932599916447,0.008280079376131459,SSM,28724000,0.09043778458286916,484.69927944295
2019,Chhattisgarh,TestR,0.0022579376131458013,0.0022406001949589194,0.002275309845425428,NAAT,28724000,0.04746408464176827,254.38269780042862
2019,Chhattisgarh,CNR,0.0015220025066146777,0.0015077635426820777,0.0015362762846400223,All,28724000,0.03898315039840336,208.92932081068903
2020,Chhattisgarh,CNR,7.639561647600398e-4,7.539249029509773e-4,7.740217802054347e-4,Pub,29109000,0.02762919716058295,149.06713636079573
2020,Chhattisgarh,CNR,2.489951561372771e-4,2.4329245250609777e-4,2.547322134047889e-4,Pri,29109000,0.01577761571180821,85.12458683076422
2020,Chhattisgarh,TestR,7.500085884090831e-4,7.400803875090179e-4,7.599711429454808e-4,Pub,29109000,0.027376012776268128,147.70113680164366
2020,Chhattisgarh,TestR,2.470713525026624e-4,2.4136864887148304e-4,2.5280840977017415e-4,Pri,29109000,0.01571656159118256,84.79518301668321
2020,Chhattisgarh,CNR,0.001012951320897317,0.0010014084990896286,0.0010245284963413376,All,29109000,0.03181077255457355,171.6278885185972
2021,Chhattisgarh,CNR,8.016817549927101e-4,7.914759434442071e-4,8.119214728918726e-4,Pub,29493000,0.02830263347034021,153.70440799334594
2021,Chhattisgarh,CNR,2.974265079849456e-4,2.91221645814261e-4,3.0366527650628965e-4,Pri,29493000,0.017243492843890228,93.64502642784589
2021,Chhattisgarh,CNR,0.0010991082629776556,0.0010871732275455192,0.0011110772047604517,All,29493000,0.03313457746831714,179.94546759101024
2018,Chhattisgarh,PrDetPub,0.6999372545374265,0.6955915502777068,0.7042597197369338,All,43031,0.4582849487469955,95.0662391734692
2019,Chhattisgarh,PrDetPub,0.7261539869161444,0.7219680680726475,0.7303399057596414,All,43718,0.4459309074306606,93.23902365083023
2020,Chhattisgarh,PrDetPub,0.7541884284067015,0.7492708403988333,0.7591060164145697,All,29486,0.4305673499745785,73.93482081598475
2021,Chhattisgarh,PrDetPub,0.7293928923988154,0.7245496051332675,0.7342361796643633,All,32416,0.444273452860854,79.98896456463484
2019,Chhattisgarh,PrevUt,0.0028572396953855067,0.0020331106593087424,0.003775776938716236,All,13772,0.05337673535079323,6.263982197774122
2019,Chhattisgarh,PrevAsym,0.0024176643576338903,0.0016700551844321813,0.0032674992738890504,All,13772,0.04911027648759184,5.763295481155138
2019,Chhattisgarh,PrevSym,2.930502251677443e-4,7.261109497531223e-5,5.808887598024978e-4,All,13772,0.017116201293899107,2.008657507692798
2019,Chhattisgarh,PrevExCS,1.4652511258387215e-4,-0,3.6305547487656113e-4,All,13772,0.012103868925895326,1.4204394288582687
2019,Chhattisgarh,PrAsym,0.8461538461538461,0.725,0.95,All,40,0.36080121229410994,2.2819072267986655
2019,Chhattisgarh,PrSym,0.10256410256410256,0.025,0.2,All,40,0.3033887068256213,1.9187986598840725
2019,Chhattisgarh,PrExCS,0.05128205128205128,-0,0.125,All,40,0.2205724427446827,1.3950226162805581
2019,Chhattisgarh,TBLikeUt,0.01955334987593052,0.01687344913151365,0.022332506203473945,All,10075,0.13845943949243752,13.897769248136251
2019,Chhattisgarh,PrCSIPub,0.7761194029850746,0.7691693290734825,0.7830380482137671,All,13772,0.41684298638116235,48.91826052677083
